id	st1tol_LDabt	st1tol_TD1abt	st1tol_TD2abt	sv2tol_LDabt	sv2tol_TD1abt	sv2tol_TD2abt	vtol_LDabt	vtol_TD1abt	vtol_TD2abt	DL1M_ctrltol_LDabt	DL1M_ctrltol_TD1abt	DL1M_ctrltol_TD2abt	DL2M_ctrltol_LDabt	DL2M_ctrltol_TD1abt	DL2M_ctrltol_TD2abt	LLM_ctrltol_LDabt	LLM_ctrltol_TD1abt	LLM_ctrltol_TD2abt	SettM_ctrltol_LDabt	SettM_ctrltol_TD1abt	SettM_ctrltol_TD2abt	DL1fb_ctrltol_LDabt	DL1fb_ctrltol_TD1abt	DL1fb_ctrltol_TD2abt	DL2fb_ctrltol_LDabt	DL2fb_ctrltol_TD1abt	DL2fb_ctrltol_TD2abt	LLfb_ctrltol_LDabt	LLfb_ctrltol_TD1abt	LLfb_ctrltol_TD2abt	Settfb_ctrltol_LDabt	Settfb_ctrltol_TD1abt	Settfb_ctrltol_TD2abt	DL1V_ctrltol_LDabt	DL1V_ctrltol_TD1abt	DL1V_ctrltol_TD2abt	DL2V_ctrltol_LDabt	DL2V_ctrltol_TD1abt	DL2V_ctrltol_TD2abt	LLV_ctrltol_LDabt	LLV_ctrltol_TD1abt	LLV_ctrltol_TD2abt	SettV_ctrltol_LDabt	SettV_ctrltol_TD1abt	SettV_ctrltol_TD2abt	loc_ctrlst1tol_LDabt	loc_ctrlst1tol_TD1abt	loc_ctrlst1tol_TD2abt	loc_ctrlsv2tol_LDabt	loc_ctrlsv2tol_TD1abt	loc_ctrlsv2tol_TD2abt	loc_ctrlvtol_LDabt	loc_ctrlvtol_TD1abt	loc_ctrlvtol_TD2abt	st1tol_LDpier	st1tol_TD1pier	st1tol_TD2pier	sv2tol_LDpier	sv2tol_TD1pier	sv2tol_TD2pier	vtol_LDpier	vtol_TD1pier	vtol_TD2pier	DL1M_ctrltol_LDpier	DL1M_ctrltol_TD1pier	DL1M_ctrlst1tol_TD2pier	DL2M_ctrltol_LDpier	DL2M_ctrltol_TD1pier	DL2M_ctrltol_TD2pier	LLM_ctrltol_LDpier	LLM_ctrltol_TD1pier	LLM_ctrltol_TD2pier	SettM_ctrltol_Ldpier	SettM_ctrltol_TD1pier	SettM_ctrltol_TD2pier	DL1fb_ctrltol_Ldpier	DL1fb_ctrltol_TD1pier	DL1fb_ctrltol_TD2pier	DL2fb_ctrltol_LDpier	DL2fb_ctrltol_TD1pier	DL2fb_ctrltol_TD2pier	LLfb_ctrltol_LDpier	LLfb_ctrltol_TD1pier	LLfb_ctrltol_TD2pier	Settfb_ctrltol_LDpier	Settfb_ctrltol_TD1pier	Settfb_ctrltol_TD2pier	DL1V_ctrltol_LDpier	DL1V_ctrltol_TD1pier	DL1V_ctrltol_TD2pier	DL2V_ctrltol_Ldpier	DL2V_ctrltol_TD1pier	DL2V_ctrltol_TD2pier	LLV_ctrltol_LDpier	LLV_ctrltol_TD1pier	LLV_ctrltol_TD2pier	SettV_ctrltol_LDpier	SettV_ctrltol_TD1pier	SettV_ctrltol_TD2pier	loc_ctrlst1tol_LDpier	loc_ctrlst1tol_TD1pier	loc_ctrlst1tol_TD2pier	loc_ctrlsv2tol_LDpier	loc_ctrlsv2tol_TD1pier	loc_ctrlsv2tol_TD2pier	loc_ctrlvtol_LDpier	loc_ctrlvtol_TD1pier	loc_ctrlvtol_TD2pier
Steel_2_2_11	5.418002025	5.555928088	5.433818139	7.00825037	6.047659768	7.268759433	28.4889698	11.76242065	21.79487038	-7583630.393	-7774755.371	-7413944.258	-152139.508	-1956260.162	-521700.969	-4836534.5	-6562767.5	-4927864	-1847818.878	-2123595.242	-1767084.229	-11680.42216	-9998.055435	-10908.26903	-16.14791719	-2515.645105	-767.5931059	-6434.612793	-8439.365234	-7250.50293	-2844.994434	-2730.828996	-2599.960039	92775.5156	90470.6094	94861.8359	5327.3228	26533.9063	0	102623.3438	77247.3828	98182.8438	6898.6323	12473.3311	12319.7861	"1,3,1"	"1,1,1"	"0.055556,6,2"	"1,4,1"	"1,1,1"	"0.055556,6,2"	"2,2"	"2,1"	"2,5"	12.58198867	9.931073157	10.53061072	12.44989018	11.00679916	11.46263452	7.820305824	5.689074039	5.52916193	3560024.735	-7774343.498	-7774748.227	827054.6638	-2121704.828	-1956259.579	5454110.5	-6828787.5	-6562774	2592699.657	-1120384.072	-1120403.133	3776.354565	-9997.629598	-9998.05746	717.0221213	-2728.398026	-2515.644356	4438.874023	-8781.452148	-8439.374023	2990.876749	-1440.753516	-1440.778028	29947.1582	29949.416	29947.1582	8338.251	7851.1699	8338.251	60750.3125	59433.375	60750.3125	12997.4453	18378.1523	18383.2559	"0.55556,1,2"	"0.055556,7,2"	"1,1,1"	"0.5,1,2"	"0.055556,7,2"	"1,1,1"	"1,7"	"3,1"	"1,7"
Steel_2_2_12	13.2607297	13.41542142	13.23245233	15.46871248	15.91682019	15.78360238	85.2065506	82.63005829	83.14692688	-26659041.33	-26658712.75	-26659041.33	-3532584.141	-3328070.64	-3532584.141	-14192541	-14075854	-14192541	-2255199.52	-2263503.714	-2260018.818	-13221.33771	-12647.49976	-12647.65934	-996.1947878	-1578.907323	-1675.932867	-6591.384277	-6677.883789	-6733.242676	-1112.805476	-1073.854186	-1072.200877	198257.4375	183955.1563	183956.7656	11320.5771	29465.9336	31292.2207	143945.3281	78834.1406	79494.7031	3728.0759	2952.5457	2881.1492	"1,6,1"	"0.033333,1,2"	"1,6,1"	"0.033333,5,2"	"0.033333,1,2"	"1,6,1"	"2,2"	"2,1"	"2,6"	22.63425216	23.49039395	23.3115404	28.62944128	29.57660387	29.45545271	53.86017227	50.08333206	49.42512512	11391294.65	11391294.65	11409106.32	1171373.431	1171373.431	1237568.369	16782810	16782810	16779460	2639655.293	2543449.192	2558710.267	3776.447802	2796.629968	2802.824962	397.4663329	313.7256324	330.8567326	5415.806641	4708.231445	4684.548828	1267.420376	1293.892419	1299.467545	55486.1094	55475.2148	55486.1094	9523.7871	8964.832	9523.7871	51615.2031	51364.4531	51615.2031	3420.4133	3701.335	3727.3362	"0.46667,1,2"	"0.46667,1,2"	"0.46667,6,2"	"0.4,1,2"	"0.36667,1,2"	"0.36667,6,2"	"1,6"	"1,1"	"1,6"
Steel_2_2_13	16.41971907	14.48201451	19.24319929	20.50443598	16.61232547	23.85074972	72.94139862	25.16538239	54.77099228	-14512173.63	-15484258.5	-14352117.12	-382676.1446	-2865780.103	-1433093.654	-7129909.5	-6230431	-6312871.5	-1441980.359	-1949914.859	-1246868.85	-10803.637	-10525.98069	-10684.50122	-284.8843462	-1948.109561	-1066.870654	-5307.881348	-4235.343262	-4699.635254	-1073.486387	-1325.519629	-928.2350684	115475.4375	118348.1875	115475.4375	4875.623	28622.3867	4875.623	80491.75	40462.5039	80491.75	2727.9854	7032.7974	2977.7959	"1,5,1"	"1,1,1"	"1,8,1"	"1,5,1"	"1,1,1"	"1,8,1"	"2,3"	"2,1"	"2,3"	32.19640326	31.44786638	31.64421949	31.44100269	30.72035678	30.90376818	43.96052933	17.48874283	17.1689167	3108084.595	4421651.841	3444837.432	578152.5906	793907.0971	662740.7457	4965001	5746282.5	4861891	2146011.51	2092827.423	2172517.425	2112.84382	2112.84382	2341.760995	354.453955	354.453955	406.3132852	2820.374756	2820.374756	2761.802979	1315.677348	1346.54084	1331.927602	36254.1758	36253.7773	36254.1758	10190.5713	9313.5615	10190.5713	29836.6211	29173.5117	29836.6211	2773.2854	7100.1265	7100.9189	"0.37037,1,2"	"0.40741,1,2"	"0.7037,9,1"	"0.37037,1,2"	"0.37037,1,2"	"0.7037,9,1"	"1,9"	"3,1"	"1,9"
Steel_2_2_14	2.569086784	3.940861195	3.795606407	3.900148503	5.662190269	5.420422764	37.81591034	42.66319275	44.20405197	-6255370.964	-6006644.394	-6006641.011	429.0023601	-243984.6356	-223166.1006	-6325305.5	-6040396.5	-6019973	-1673007.701	-1218571.199	-1281478.668	-11913.3579	-11439.65064	-11436.85213	0.617802285	-464.6675921	-408.1382423	-12046.51465	-11503.90723	-11459.00586	-3186.235304	-2320.763122	-2445.990393	93482.2891	67174.9922	93482.2656	1832.7765	21390.8047	1089.8785	116700.6172	32044.082	116336.8594	5567.6167	5948.1973	4806.1772	"1,3,1"	"0.071429,2,2"	"1,4,1"	"1,3,1"	"0.071429,2,2"	"0.071429,4,2"	"2,2"	"2,1"	"2,4"	10.68413055	13.52306105	13.32697445	11.21202561	12.97465967	13.16803713	19.97300911	22.09402466	21.69011307	2480108.299	1118786.838	326626.2231	-6416.684174	322198.5491	103134.6133	6921304	2804692.75	2341195.25	1909468.942	2081167.131	2267499.018	3010.008549	2120.318835	2183.040418	-25.07457875	477.6786835	502.8515858	7466.705566	3745.59375	4149.185547	3104.554877	3085.455158	2993.625123	28338.2012	20123.1465	20122.7969	54.0538	6604.6113	7086.2744	76058.9688	22698.4082	23919.6699	4906.1201	6837.7065	6838.7661	"0.5,3,2"	"0.42857,1,2"	"0.35714,5,2"	"0.42857,3,2"	"0.42857,1,2"	"0.42857,5,2"	"3,2"	"3,1"	"1,5"
Steel_2_2_15	9.216754077	1.47341665	8.14279364	13.65738958	4.344822104	12.05955028	0	0	0	-32543333.11	-38821172.52	-32543334.93	-2575255.779	-3923903.53	-2575039.26	-9638470	-19089858	-9625741	-2281365.44	-6242918.92	-2585028.145	-16518.20997	-16400.03278	-16518.20183	-1307.133664	-1657.636173	-1307.023765	-4892.239746	-8064.428223	-4885.778809	-1157.96248	-2637.294252	-1312.093866	"155338.1094,124952.0938,124950.4219,155336.8125"	"155338.1094,124952.0938,124950.4219,155336.8125"	"155338.1094,124952.0938,124950.4219,155336.8125"	"25048.3535,11526.1328,13363.1797,28189.9629"	"25048.3535,11526.1328,13363.1797,28189.9629"	"25048.3535,11526.1328,13363.1797,28189.9629"	"212847.2813,192969.0156,193862.2656,219006.4219"	"212847.2813,192969.0156,193862.2656,219006.4219"	"212847.2813,192969.0156,193862.2656,219006.4219"	"0,0,0,0"	"68494.0859,0,68684.6172,2830.4998"	"0,0,0,0"	"1,6,1"	"1,1,1"	"0.025,6,2"	"1,6,1"	"1,1,1"	"0.025,6,2"	"2,3,1,2,1,1,11,11"	"2,3,1,2,1,1,11,11"	"2,3,1,2,1,1,11,11"	23.05819531	1.505486903	1.704157558	28.98364116	4.875634467	5.025548331	0	0	0	12645068.63	-38821215.68	-38821248.39	1116218.241	-4187046.713	-3923947.062	9949775	-19516392	-19090232	2464216.36	-5395523.698	-5397180.042	6514.489785	-16400.08845	-16400.05499	497.9626619	-1768.799879	-1657.654563	4070.950195	-8244.616211	-8064.586426	1214.316452	-2279.315784	-2280.0155	"155337.5625,124952.0625,124950.7422,155336.2188"	"155337.5625,124952.0625,124950.7422,155336.2188"	"155337.5625,124952.0625,124950.7422,155336.2188"	"25047.5313,11526.1582,13363.4072,28189.4902"	"25047.5313,11526.1582,13363.4072,28189.4902"	"25047.5313,11526.1582,13363.4072,28189.4902"	"212844.5313,192968.9844,193865.6563,219003.9063"	"212844.5313,192968.9844,193865.6563,219003.9063"	"212844.5313,192968.9844,193865.6563,219003.9063"	"29117.2305,27454.7266,27438.6309,29112.9648"	"0,88062.5547,0,80244.4922"	"80233.1563,0,88025.875,0"	"0.5,2,2"	"0.025,11,2"	"1,1,1"	"0.5,1,2"	"0.025,11,2"	"1,1,1"	"2,3,1,2,1,1,11,11"	"2,3,1,2,1,1,11,11"	"2,3,1,2,1,1,11,11"
Steel_2_2_16	8.393170507	4.994980793	10.60244838	9.956924301	7.343475507	12.40380686	24.33450317	8.522696495	14.66185379	-5776705.722	-5776463.227	-5776705.722	-1470508.027	-1355008.738	-1470508.027	-3012559.25	-2924834.25	-3012559.25	-1550679.49	-2665343.345	-1227557.721	-7415.735431	-7574.111813	-7290.670292	-160.1060508	-1776.669939	-518.9428704	-4917.76709	-3835.004883	-4475.212402	-2614.367702	-3494.763736	-2126.1707	"71490.9063,124952.0625,124950.7422,155336.2188"	"66238.0859,124952.0625,124950.7422,155336.2188"	"71490.6875,124952.0625,124950.7422,155336.2188"	"1002.2217,11526.1582,13363.4072,28189.4902"	"20327.1777,11526.1582,13363.4072,28189.4902"	"1009.1227,11526.1582,13363.4072,28189.4902"	"60308.0781,192968.9844,193865.6563,219003.9063"	"30666.2012,192968.9844,193865.6563,219003.9063"	"59390.1875,192968.9844,193865.6563,219003.9063"	"8495.9473,0,88025.875,0"	"16184.7266,0,88025.875,0"	"13801.3633,0,88025.875,0"	"0.055556,10,2"	"1,1,1"	"0.055556,10,2"	"1,6,1"	"1,1,1"	"0.055556,8,2"	"2,6"	"2,1"	"2,5"	15.93064205	16.03013509	16.18599383	13.76783294	13.74561798	13.90533302	14.59263039	6.233162403	6.208359718	-5553552.815	901024.9168	1172571.383	-120715.57	256660.7243	345534.741	-3680526.75	2046699	2005414.5	3916695.008	2865565.756	2814601.867	-7415.733174	2185.789857	2480.526154	-161.192524	480.3223291	566.2021204	-4914.638672	2609.907227	2549.277832	4464.4612	3014.852331	2958.520339	"21331.4922,124952.0625,124950.7422,155336.2188"	"21332.9824,124952.0625,124950.7422,155336.2188"	"21331.4922,124952.0625,124950.7422,155336.2188"	"7000.1338,11526.1582,13363.4072,28189.4902"	"6466.5264,11526.1582,13363.4072,28189.4902"	"7000.1338,11526.1582,13363.4072,28189.4902"	"21600.3828,192968.9844,193865.6563,219003.9063"	"21760.6191,192968.9844,193865.6563,219003.9063"	"21600.3828,192968.9844,193865.6563,219003.9063"	"6683.1279,0,88025.875,0"	"15707.7803,0,88025.875,0"	"15708.5635,0,88025.875,0"	"0.055556,5,2"	"0.38889,1,2"	"0.72222,10,1"	"0.055556,5,2"	"0.44444,1,2"	"0.66667,10,1"	"1,10"	"3,1"	"1,10"
Steel_2_2_17	10.72742198	6.230530901	11.621002	12.58889309	7.849733555	13.49860205	47.48948669	9.434752464	18.09640503	-37450680.04	-36994748.68	-37450722.71	-2808260.587	-4353968.467	-2860929.122	-16223528	-19952220	-15759722	-2464267.76	-3858911.57	-2338957.022	-16217.35463	-15165.27531	-16217.36881	-1216.066012	-1784.809366	-1238.87316	-7025.302734	-8178.954102	-6824.459961	-1067.106194	-1581.872162	-1012.842665	"261524.6563,124952.0625,124950.7422,155336.2188"	"205900.7031,124952.0625,124950.7422,155336.2188"	"261524.6563,124952.0625,124950.7422,155336.2188"	"16314.166,11526.1582,13363.4072,28189.4902"	"31061.8691,11526.1582,13363.4072,28189.4902"	"16314.166,11526.1582,13363.4072,28189.4902"	"145123.4375,192968.9844,193865.6563,219003.9063"	"128549.3594,192968.9844,193865.6563,219003.9063"	"145123.4375,192968.9844,193865.6563,219003.9063"	"5927.6938,0,88025.875,0"	"17794.1582,0,88025.875,0"	"15207.0615,0,88025.875,0"	"1,2,1"	"1,1,1"	"0.029412,5,2"	"1,2,1"	"1,1,1"	"0.029412,5,2"	"2,2"	"2,1"	"2,2"	18.09375475	17.34457405	18.21063426	29.00547947	22.28444045	22.94353342	24.79009628	7.108261585	6.837506294	20508714.72	-36995452	-36994729.76	2153167.792	-4641983.971	-4353962.096	21377124	-20399568	-19952608	2503810.034	-1320251.758	-1320236.167	6255.706639	-15165.59856	-15165.29441	643.2623269	-1902.874706	-1784.806754	5561.537109	-8362.333984	-8179.113281	1150.507883	-541.2068832	-541.2004917	"76036.6016,124952.0625,124950.7422,155336.2188"	"76039.0391,124952.0625,124950.7422,155336.2188"	"76036.6016,124952.0625,124950.7422,155336.2188"	"10165.626,11526.1582,13363.4072,28189.4902"	"9231.9854,11526.1582,13363.4072,28189.4902"	"10165.626,11526.1582,13363.4072,28189.4902"	"100018.1484,192968.9844,193865.6563,219003.9063"	"97782.4922,192968.9844,193865.6563,219003.9063"	"100018.1484,192968.9844,193865.6563,219003.9063"	"5105.1924,0,88025.875,0"	"18518.5391,0,88025.875,0"	"18509.4102,0,88025.875,0"	"0.58824,1,2"	"0.029412,6,2"	"1,1,1"	"0.47059,1,2"	"0.029412,6,2"	"1,1,1"	"1,6"	"3,1"	"1,6"
Steel_2_2_18	5.713834495	8.434030646	8.337383817	6.8608212	9.179891116	9.133749853	38.16370392	41.83970261	44.03911591	-9023569.053	-7838413.128	-7838322.742	-599562.1069	-1676055.421	-1802609.967	-7534656	-3816533	-3956497.25	-2280186.77	-2228049.604	-2205537.74	-10294.38552	-8976.362158	-8976.264449	-683.9992275	-1919.372408	-2064.299182	-8595.771484	-4370.588379	-4530.871582	-2601.308474	-2551.500911	-2525.720945	"113445.3125,124952.0625,124950.7422,155336.2188"	"93245.9922,124952.0625,124950.7422,155336.2188"	"93245.1484,124952.0625,124950.7422,155336.2188"	"4704.7979,11526.1582,13363.4072,28189.4902"	"23314.5898,11526.1582,13363.4072,28189.4902"	"25070.3594,11526.1582,13363.4072,28189.4902"	"124353.8125,192968.9844,193865.6563,219003.9063"	"36290.8086,192968.9844,193865.6563,219003.9063"	"38297.207,192968.9844,193865.6563,219003.9063"	"6055.5366,0,88025.875,0"	"6317.0557,0,88025.875,0"	"5739.3228,0,88025.875,0"	"0.058824,2,2"	"0.058824,1,2"	"1,4,1"	"0.058824,2,2"	"0.058824,1,2"	"1,4,1"	"2,2"	"2,1"	"2,4"	13.68134255	15.20092628	15.04836454	13.83097145	14.84419721	14.7156017	21.20149994	23.99515533	23.62989998	3164988.085	629719.8276	651288.1808	243759.302	175918.8879	190291.8835	7536476	2843350	3075530.75	2708647.702	3104164.535	3105648.668	2420.794075	2102.586159	2106.971222	126.2322309	374.5608521	416.1188016	4947.675293	3449.636719	3643.426025	2785.125828	2730.920687	2734.543715	"33998.6055,124952.0625,124950.7422,155336.2188"	"28087.1309,124952.0625,124950.7422,155336.2188"	"28086.668,124952.0625,124950.7422,155336.2188"	"1205.7283,11526.1582,13363.4072,28189.4902"	"6984.1489,11526.1582,13363.4072,28189.4902"	"7567.9141,11526.1582,13363.4072,28189.4902"	"80127.3125,192968.9844,193865.6563,219003.9063"	"25368.8438,192968.9844,193865.6563,219003.9063"	"26372.0293,192968.9844,193865.6563,219003.9063"	"5413.1865,0,88025.875,0"	"6807.0776,0,88025.875,0"	"6807.146,0,88025.875,0"	"0.47059,2,2"	"0.35294,1,2"	"0.35294,4,2"	"0.41176,2,2"	"0.41176,1,2"	"0.41176,4,2"	"3,2"	"3,1"	"1,4"
Steel_2_2_19	1.909766765	2.479299361	2.332375165	3.261867155	3.474289262	3.980419799	16.09616661	11.5862627	10.14429569	-5194708.302	-4594600.786	-5194708.302	-133145.9093	-921102.4623	-133145.9093	-4675503.5	-3479640.25	-4675503.5	-2138546.648	-2526138.466	-1751058.481	-11304.13591	-9767.604604	-11300.35234	-289.7360868	-1958.146402	-291.8005279	-10174.26758	-7397.271484	-10164.52051	-4653.647569	-5370.248317	-3817.177896	"89851.75,124952.0625,124950.7422,155336.2188"	"71643.2656,124952.0625,124950.7422,155336.2188"	"89851.6406,124952.0625,124950.7422,155336.2188"	"1248.4581,11526.1582,13363.4072,28189.4902"	"17536.9102,11526.1582,13363.4072,28189.4902"	"1204.8708,11526.1582,13363.4072,28189.4902"	"96857.9531,192968.9844,193865.6563,219003.9063"	"49101.2539,192968.9844,193865.6563,219003.9063"	"100183.1016,192968.9844,193865.6563,219003.9063"	"11932.8369,0,88025.875,0"	"16846.1934,0,88025.875,0"	"17105.334,0,88025.875,0"	"0.076923,4,2"	"1,1,1"	"0.076923,4,2"	"0.076923,4,2"	"1,1,1"	"1,4,1"	"2,4"	"2,1"	"2,3"	8.462451032	8.525581837	8.939302313	8.223708078	8.310300061	8.927316776	11.24969006	7.073242664	6.919349194	1238482.622	-4594904.054	1474332.889	231266.3753	-982896.5879	299846.252	3265275.5	-3676966.25	2895660.5	2894992.536	-685009.7532	2770352.795	2636.523304	2636.523304	4350.526393	372.2324668	372.2324668	695.6968568	4747.695313	4747.695313	5119.641602	4659.6061	4611.053757	4009.966664	"21779.2148,124952.0625,124950.7422,155336.2188"	"21779.252,124952.0625,124950.7422,155336.2188"	"21779.2148,124952.0625,124950.7422,155336.2188"	"6058.4995,11526.1582,13363.4072,28189.4902"	"5706.8135,11526.1582,13363.4072,28189.4902"	"6058.4995,11526.1582,13363.4072,28189.4902"	"37261.0703,192968.9844,193865.6563,219003.9063"	"36030.4844,192968.9844,193865.6563,219003.9063"	"37261.0703,192968.9844,193865.6563,219003.9063"	"10571.9678,0,88025.875,0"	"17180.8691,0,88025.875,0"	"17188.2305,0,88025.875,0"	"0.46154,1,2"	"0.076923,6,2"	"0.69231,6,1"	"0.46154,1,2"	"0.46154,1,2"	"0.61538,6,1"	"1,6"	"3,1"	"1,6"
Steel_2_2_20	8.162454648	9.757395424	9.682626749	9.419758336	11.01911301	10.96052952	45.20225143	48.96546936	48.67171478	-12893763.88	-11626951.38	-11627975.94	-685273.4659	-1972748.987	-2103650.412	-8863400	-6654721.5	-6661932	-2392073.107	-2289779.659	-2289126.755	-10827.32723	-9794.817021	-9795.680046	-575.4462561	-1661.8844	-1772.158457	-7442.883301	-5606.074707	-5612.148926	-2008.701025	-1928.957571	-1928.407552	"132792.9063,124952.0625,124950.7422,155336.2188"	"115785.9844,124952.0625,124950.7422,155336.2188"	"115785.1172,124952.0625,124950.7422,155336.2188"	"6998.8311,11526.1582,13363.4072,28189.4902"	"23964.9102,11526.1582,13363.4072,28189.4902"	"25536.7363,11526.1582,13363.4072,28189.4902"	"126330.7422,192968.9844,193865.6563,219003.9063"	"52863.9336,192968.9844,193865.6563,219003.9063"	"52934.1328,192968.9844,193865.6563,219003.9063"	"5479.4971,0,88025.875,0"	"4616.7261,0,88025.875,0"	"4603.3486,0,88025.875,0"	"1,3,1"	"1,1,1"	"1,5,1"	"1,3,1"	"1,1,1"	"1,5,1"	"2,4"	"2,1"	"2,5"	16.97167758	17.5451265	17.52226894	17.13216522	17.6930304	17.67302601	26.5941925	28.48029709	28.325634	5292538.156	2618395.696	2620440.296	312982.7705	411361.804	436169.0712	10373416	6559639.5	6564234.5	2648492.177	3035479.14	3037064.413	2207.52166	2205.799476	2207.52166	318.5055413	300.3904281	318.5055413	4445.615234	4442.50293	4445.615234	2287.782805	2216.610462	2217.768082	"39864.0117,124952.0625,124950.7422,155336.2188"	"34928.4961,124952.0625,124950.7422,155336.2188"	"34928.9883,124952.0625,124950.7422,155336.2188"	"1993.0675,11526.1582,13363.4072,28189.4902"	"7278.438,11526.1582,13363.4072,28189.4902"	"7757.8564,11526.1582,13363.4072,28189.4902"	"81427.7031,192968.9844,193865.6563,219003.9063"	"36564.2617,192968.9844,193865.6563,219003.9063"	"36602.5664,192968.9844,193865.6563,219003.9063"	"4714.335,0,88025.875,0"	"5449.1763,0,88025.875,0"	"5455.3853,0,88025.875,0"	"0.47619,3,2"	"0.38095,1,2"	"0.38095,5,2"	"0.38095,5,2"	"0.38095,1,2"	"0.38095,5,2"	"1,2"	"1,1"	"1,5"
Steel_2_2_21	6.637386587	9.937143829	8.357643506	9.114885436	11.40927028	11.38326963	43.40504074	35.73484039	40.67121124	-13669940.27	-10549972.79	-13273834.67	226287.6105	-3241693.255	-284011.3985	-10744674	-5766370	-10540588	-2213288.318	-2368328.353	-1788550.931	-11482.49918	-8735.475667	-11149.7518	161.0663506	-2684.137281	-238.5640209	-9025.316406	-4774.581543	-8853.887695	-1859.118906	-1960.98703	-1502.347807	"133897.7031,124952.0625,124950.7422,155336.2188"	"104227.1094,124952.0625,124950.7422,155336.2188"	"133897.8594,124952.0625,124950.7422,155336.2188"	"1278.7931,11526.1582,13363.4072,28189.4902"	"34997.0234,11526.1582,13363.4072,28189.4902"	"0,11526.1582,13363.4072,28189.4902"	"139640.8281,192968.9844,193865.6563,219003.9063"	"47474.1289,192968.9844,193865.6563,219003.9063"	"139350.5625,192968.9844,193865.6563,219003.9063"	"5053.4492,0,88025.875,0"	"6849.1045,0,88025.875,0"	"5274.8936,0,88025.875,0"	"1,3,1"	"1,1,1"	"1,4,1"	"1,3,1"	"1,1,1"	"1,4,1"	"2,2"	"2,1"	"2,4"	16.87599585	19.16260699	19.36990239	18.26172703	19.04474265	19.36657679	26.06658745	22.70086479	22.20712471	6331770.57	2035367.423	2481609.921	-131174.7937	666232.609	846976.0677	13430672	4450696	4432272.5	2305600.581	3071960.07	3000287.303	3502.730119	2628.137164	2938.216883	-77.88765934	706.2360748	833.2138407	6536.964355	3665.675049	3585.838623	1948.178494	2068.825498	2017.237196	"40388.4883,124952.0625,124950.7422,155336.2188"	"31643.4883,124952.0625,124950.7422,155336.2188"	"31642.8965,124952.0625,124950.7422,155336.2188"	"0,11526.1582,13363.4072,28189.4902"	"10548.4326,11526.1582,13363.4072,28189.4902"	"11284.874,11526.1582,13363.4072,28189.4902"	"90388.5625,192968.9844,193865.6563,219003.9063"	"33961.3906,192968.9844,193865.6563,219003.9063"	"35488.5156,192968.9844,193865.6563,219003.9063"	"4335.6099,0,88025.875,0"	"7311.4536,0,88025.875,0"	"7312.249,0,88025.875,0"	"0.52381,3,2"	"0.38095,1,2"	"0.71429,5,1"	"0.42857,3,2"	"0.42857,1,2"	"0.66667,5,1"	"3,2"	"3,1"	"1,5"
Steel_2_2_22	9.625393816	9.786967553	9.727107531	13.48431887	13.41822356	13.5365093	63.63246155	51.63034058	60.73208237	-13071361.15	-13196980.07	-13206056.09	-1132696.176	-2434596.89	-2548340.034	-6896580.5	-6767352	-6997398	-1647227.017	-1746214.909	-1699789.422	-11521.36451	-11029.63487	-11037.22671	-998.3799465	-2034.75289	-2129.815522	-6078.777344	-5655.921387	-5848.186035	-1451.897214	-1459.426752	-1420.625917	"119945.5547,124952.0625,124950.7422,155336.2188"	"117807.9922,124952.0625,124950.7422,155336.2188"	"117808.6953,124952.0625,124950.7422,155336.2188"	"6885.3599,11526.1582,13363.4072,28189.4902"	"27284.4238,11526.1582,13363.4072,28189.4902"	"29199.4395,11526.1582,13363.4072,28189.4902"	"95130.6953,192968.9844,193865.6563,219003.9063"	"47157.1836,192968.9844,193865.6563,219003.9063"	"49397.0781,192968.9844,193865.6563,219003.9063"	"3334.2585,0,88025.875,0"	"3460.4309,0,88025.875,0"	"2682.9419,0,88025.875,0"	"0.043478,9,2"	"1,1,1"	"1,10,1"	"0.043478,9,2"	"1,1,1"	"1,10,1"	"2,9"	"2,1"	"2,10"	22.80164049	23.44785625	23.53481555	23.32913993	23.95690082	23.99289281	36.65840912	29.06159019	28.43612671	4295433.8	3071231.41	3137623.002	748316.8432	546323.3446	535088.4262	7226664.5	6275347.5	6281266	2180255.212	2267198.526	2255451.792	2566.799287	2566.799287	1401.972113	393.85773	393.85773	268.7297609	4140.236816	4140.236816	3269.224609	1678.460296	1634.478325	1732.984283	"35460.6211,124952.0625,124950.7422,155336.2188"	"35461.1875,124952.0625,124950.7422,155336.2188"	"35460.6211,124952.0625,124950.7422,155336.2188"	"9267.4453,11526.1582,13363.4072,28189.4902"	"8625.9111,11526.1582,13363.4072,28189.4902"	"9267.4453,11526.1582,13363.4072,28189.4902"	"33483.4688,192968.9844,193865.6563,219003.9063"	"32370.5938,192968.9844,193865.6563,219003.9063"	"33483.4688,192968.9844,193865.6563,219003.9063"	"3407.6809,0,88025.875,0"	"4393.0459,0,88025.875,0"	"4393.0088,0,88025.875,0"	"0.43478,1,2"	"0.3913,1,2"	"0.3913,10,2"	"0.3913,1,2"	"0.3913,1,2"	"0.34783,10,2"	"1,10"	"3,1"	"1,10"
